"Time","Patch","Age","myID","momID","dadID"
166,1,2,4117551,3826977,3825578
166,1,2,4121570,3711620,3652250
166,1,4,4073221,3719778,3259622
166,1,4,4057920,3835201,3698050
167,1,2,4149098,3944693,3835539
167,1,2,4144364,3865119,3372597
167,1,2,4129240,3563135,3541922
167,1,2,4141517,3767189,3535283
167,1,3,4125049,3802524,2611743
167,1,2,4147633,3301175,2924645
167,1,3,4106778,3548246,3250550
168,1,2,4152229,3834341,3436061
168,1,2,4169121,3738294,3059391
168,1,2,4154940,3922000,3529242
168,1,2,4158369,3756393,3462071
168,1,3,4143141,3898166,3848713
168,1,2,4151846,3821448,3776425
168,1,4,4119971,3843476,3338402
168,1,2,4161843,3438413,3433137
168,1,2,4169408,3892395,3816973
168,1,6,4071799,3843467,3609947
169,1,2,4182044,3919935,3541786
169,1,2,4175920,3725337,2981155
169,1,2,4181893,3926701,3924591
169,1,2,4195732,3805672,3772841
169,1,5,4104831,3880161,3769883
169,1,3,4157395,3945266,3779516
169,1,4,4140068,3899253,3835539
169,1,3,4159359,3469981,2646084
170,1,2,4206389,4006216,3776704
170,1,2,4198850,3503153,3378409
170,1,2,4220885,4028153,3533568
170,1,2,4206870,3987602,3646452
170,1,2,4222309,4012424,3966936
170,1,3,4180744,3913150,3682408
170,1,4,4173735,3973760,3739266
170,1,2,4203263,3799293,3726396
170,1,5,4148506,3912927,3913718
170,1,4,4157985,3933692,3918190
170,1,2,4200806,3994208,3682026
170,1,5,4142525,3658006,3171108
170,1,4,4172123,3802524,2611743
170,1,2,4207447,3955705,3760283
171,1,2,4245445,4053878,3828146
171,1,3,4218667,3823681,3605003
171,1,2,4239669,4008625,3975136
171,1,2,4230214,3987602,3646452
171,1,3,4219253,3923754,3809501
171,1,2,4230101,3889058,3832257
171,1,3,4216878,3855564,3693925
171,1,2,4237912,3935698,3905520
171,1,3,4220055,4026039,3923586
171,1,4,4181538,3771683,3692253
171,1,2,4232063,3661210,3493661
171,1,2,4243469,4052979,3995224
171,1,3,4213572,3780178,3373443
171,1,3,4214299,3790347,3471041
171,1,3,4216422,3642247,3658628
172,1,2,4247512,3948283,3850225
172,1,4,4204868,3947804,3539921
172,1,3,4244882,4055303,3659638
172,1,4,4203383,3965481,3698289
172,1,2,4261531,4056103,3921538
172,1,3,4233088,3347057,3214780
172,1,3,4235129,3792276,3616586
172,1,3,4226195,3954349,3796671
172,1,2,4254130,3978219,3830178
172,1,2,4252629,3756388,3012174
172,1,3,4235722,3913349,3774938
172,1,2,4249098,3940317,3171108
172,1,2,4249343,3493414,3407582
172,1,3,4223159,3872525,3598108
173,1,6,4193797,3758479,3747655
173,1,4,4234008,3881911,3843420
173,1,3,4247710,3655705,3552034
173,1,4,4237187,3823288,3689133
173,1,2,4279561,3490783,3492595
173,1,2,4274921,4013577,4004081
173,1,5,4215890,3806208,3392817
173,1,2,4281416,4076812,3961592
174,1,2,4310043,3936555,3431183
174,1,3,4277467,3889058,3832257
174,1,2,4305201,3973683,3736282
174,1,2,4301990,3718152,3596225
174,1,2,4295119,3925733,3504069
174,1,2,4295655,3782956,3436061
175,1,3,4309863,3976529,3903701
175,1,2,4323743,3408590,2423274
175,1,4,4283131,3817408,3442474
175,1,6,4228712,3466271,2981520
175,1,2,4331641,4113318,4031023
175,1,6,4233177,3412496,3119146
175,1,2,4318489,4124113,4103986
175,1,2,4340291,4149973,4074076
175,1,4,4283090,3974021,3816750
175,1,4,4269896,3755549,3463416
175,1,2,4338437,4109372,4091785
175,1,4,4290657,4048115,3670579
175,1,4,4277870,3881275,3570575
176,1,4,4306515,3487246,3451282
176,1,2,4347575,3520767,3380353
176,1,2,4354506,3913977,3410205
176,1,3,4328487,3916477,3568832
176,1,3,4329687,4110914,4100790
176,1,3,4336701,3778955,3642378
176,1,3,4330394,4041452,3592673
176,1,2,4353340,4118880,4007125
176,1,3,4328224,3826107,3833063
176,1,4,4308005,3873186,3582471
176,1,4,4309075,4055269,3891811
176,1,2,4352665,3899253,3835539
176,1,2,4361218,4173980,4129891
177,1,2,4368966,4056659,3711251
177,1,2,4384228,4177914,4191899
177,1,2,4363571,4042470,3945757
177,1,3,4342970,3989876,3979232
177,1,2,4385270,4196669,3853133
177,1,6,4278631,4080565,3404309
177,1,6,4270938,3915969,3672039
177,1,6,4280567,3344277,3099974
177,1,5,4310049,3936555,3431183
177,1,2,4363726,4121341,3563334
177,1,4,4327986,3983986,3967065
177,1,2,4378160,3820368,3812934
177,1,2,4373777,4083496,3857196
178,1,2,4398489,3871976,3808322
178,1,2,4408252,4210226,4051687
178,1,2,4390880,4189509,4189702
178,1,5,4331861,3951388,3338580
178,1,2,4391578,4014454,3968497
178,1,2,4388323,3655705,3552034
178,1,2,4402616,4111339,4003578
178,1,3,4372687,4008708,3735998
178,1,2,4406368,4126118,3789356
178,1,3,4377038,4103543,3484839
179,1,3,4391307,3930970,2793664
179,1,3,4403471,3929107,3883937
179,1,2,4425308,4188789,4130950
179,1,3,4388155,4073180,4000927
179,1,3,4399606,4069715,3866113
179,1,2,4412391,4126196,3848373
180,1,3,4411074,4184657,3743937
180,1,3,4411564,3773868,3648065
180,1,4,4406013,3688816,3267929
180,1,4,4399843,3817408,3442474
180,1,2,4439960,3915752,3893510
180,1,2,4453769,4249430,4177375
180,1,2,4453131,4256136,3668932
181,1,2,4475065,3924444,3625824
181,1,4,4429428,3975270,3950830
181,1,2,4461766,3809834,3646071
181,1,2,4462348,3830983,3817895
181,1,2,4466270,3858874,3606562
181,1,3,4447904,4126915,3487102
181,1,2,4464360,4151981,3807170
181,1,2,4474216,3862153,3638851
181,1,3,4438264,3945266,3779516
181,1,6,4368358,4118646,3100569
182,1,4,4447414,4108784,3850876
182,1,3,4470963,4226374,3855630
182,1,2,4500755,4299482,4061073
182,1,4,4445217,3410389,3176851
182,1,3,4473287,4212385,4163377
182,1,5,4412225,4036059,3915997
183,1,2,4519237,3994079,3858135
183,1,2,4524123,4336963,4157441
183,1,4,4475178,4211396,4081623
183,1,2,4509854,3354579,3275200
183,1,2,4504636,4248936,4130832
183,1,2,4520912,4171846,4047729
183,1,2,4514040,4316990,3764772
183,1,3,4490472,4110804,4086362
183,1,2,4525258,4317507,4098054
184,1,3,4521774,3703856,2943730
184,1,4,4484064,4262379,4190105
184,1,3,4520657,4288575,3462272
184,1,2,4537297,4333163,3816181
184,1,2,4530030,4108981,3839655
184,1,2,4530410,4318417,3693417
184,1,2,4537361,4145906,3856450
184,1,3,4519495,4240652,3662931
184,1,2,4544858,4259211,3913013
184,1,2,4530775,4313875,4276542
184,1,4,4495455,3929665,3277225
185,1,2,4558220,4194114,3338580
185,1,3,4530091,4122375,4093537
185,1,4,4511747,3939811,3487102
185,1,2,4553540,4122408,3460102
186,1,2,4593723,4387757,4211352
186,1,2,4590198,4148678,3913031
186,1,2,4589169,4008625,3975136
186,1,3,4570415,4375401,4378357
186,1,3,4560718,4347775,4307263
186,1,2,4573241,4168723,3839655
186,1,2,4584246,4275408,4288560
186,1,2,4573564,4386052,4225835
186,1,3,4558002,3939811,3487102
186,1,2,4585724,4144443,3916858
186,1,2,4587350,4240538,3890540
187,1,2,4599677,4152691,3541613
187,1,3,4579031,4271061,3966936
187,1,5,4538311,4293012,4225228
187,1,5,4530571,4303431,4137908
187,1,2,4614674,4392803,3931929
187,1,3,4583968,4094826,3963012
187,1,2,4595004,4175925,4120773
187,1,2,4599101,4406140,4291662
187,1,5,4526486,4267225,4065668
187,1,4,4551628,4259647,4077833
188,1,2,4631970,4404358,4339933
188,1,5,4558246,4275170,3887633
188,1,2,4631021,4318568,4092618
188,1,5,4568913,3923754,3809501
188,1,2,4624039,4426284,4364876
188,1,2,4630804,3909016,3426755
188,1,2,4627936,4345229,4206212
188,1,2,4641167,4452173,4382623
188,1,4,4577401,4260939,4193847
188,1,3,4607449,4050372,3750144
188,1,4,4590005,4176161,4057677
188,1,2,4632543,4232589,4086169
188,1,2,4640454,4444306,3557009
189,1,2,4658970,4397756,4256146
189,1,4,4597918,4092243,3785592
189,1,2,4658984,4397756,4256146
189,1,2,4656358,4116728,3776375
189,1,2,4647798,4409329,3749222
189,1,4,4605133,4374681,4137199
189,1,2,4647761,4382205,4332989
189,1,5,4592602,4393838,4323536
189,1,2,4647750,4382205,4332989
189,1,5,4572579,4343805,4240757
189,1,3,4629840,4304358,4277151
189,1,4,4613732,4264005,3813657
