"Time","Patch","Age","myID","momID","dadID","Mate"
514,70,14,45521791,43492429,42463575,45429669
514,70,14,45487422,44089485,43826157,45301602
514,70,11,45758425,44930962,43347786,45758449
514,73,12,45683889,42806539,41714566,45123685
514,73,9,45945860,44941794,43871490,45764397
514,73,8,46030724,44641266,44087000,43440671
514,73,25,44521358,43782156,43486866,44051404
514,73,9,45946022,43662572,40956381,44780805
514,118,30,43993000,40173039,40062723,43993035
514,118,68,40520949,38509765,38224736,40074890
514,118,36,43462004,42721200,41225857,43101898
514,118,19,45021010,43364750,42628912,44451055
514,118,20,44930007,43903532,42729273,44271131
514,121,10,45872711,44675881,42898178,45150782
514,121,8,46057067,44397677,43761321,45971217
514,121,8,46053646,44966144,43365619,45602900
514,121,12,45671967,44836861,44836955,45672111
514,121,28,44250028,43244145,42125626,43147657
514,121,23,44687169,43583418,42959216,44687238
514,121,9,45962995,45053292,43567127,43969793
514,124,8,46054030,45064584,43096332,43997093
514,124,11,45763698,44755631,43372201,45029776
514,127,17,45228771,43568386,42263179,43690063
514,127,13,45581521,44131067,43860964,44745741
514,127,8,46035698,44941794,43871490,45044610
514,127,20,44920822,43989690,42695498,43370081
514,130,9,45950702,40475781,40298909,41679264
514,130,13,45586478,44751046,43646838,44091447
514,130,17,45229496,44190499,43283008,43610256
514,175,10,45886879,43444937,43444993,45602722
514,178,18,45154805,41471744,40462612,45066991
514,178,13,45602551,43856249,43760800,43752697
514,178,46,42531389,41191657,40166419,42344742
514,181,34,43694886,40796556,40052077,42503662
514,181,11,45807021,45073719,44323186,44447827
514,181,15,45420857,43761126,43099682,45146502
514,181,25,44474421,43738812,41954515,43284096
514,181,13,45617742,44697004,44323004,45527475
514,181,20,44931309,43918094,43645207,44081986
514,181,26,44382619,43005791,41965189,44205255
514,181,21,44893875,43606038,42833440,43953105
514,184,8,46058859,43026315,41486709,45873285
514,184,15,45450566,43611710,42962756,45285904
514,187,10,45899420,44520080,43680416,45718511
514,232,9,45996205,44996366,44627160,45368557
514,232,17,45257813,42770192,40439367,43905578
514,232,14,45516628,44396675,43859894,43743252
514,235,8,46076662,45057749,44218390,42933108
514,235,13,45634974,43755427,42649052,43905578
514,235,18,45136355,43197197,43098793,44483052
514,235,12,45725252,44991796,43874818,44607479
514,238,28,44259718,42858741,42760887,42961994
514,238,19,45089511,42315647,37992644,44067259
514,238,25,44487969,43379398,42285118,44008450
514,241,13,45610009,43564587,43291906,44876063
514,241,16,45357803,42173359,41701494,42475129
514,241,23,44731874,43895909,43247332,44424980
514,241,13,45600270,44290801,44290927,44488027
514,241,19,45073430,44235860,43151407,43894078
514,241,31,43907548,41865919,40664989,42923218
514,241,12,45716627,44982061,42828486,44565138
514,244,10,45905249,44228750,43857645,43504055
514,244,35,43617758,42314542,40833693,42128966
514,244,21,44915261,42594566,42410412,42575904
514,244,15,45440326,44415313,44299791,45259830
